c,m,seed,converged,iterations,final_objective,xie_beni,partition_coefficient,modified_partition_coefficient,partition_entropy,minimum_centroid_distance
4,1.5,2,True,101,86.30147728057878,0.6651729516822183,0.7136345216220876,0.6181793621627835,0.565129456399868,3.6039698423129978
4,1.5,3,True,108,86.24513729695194,0.6131333454737673,0.7231771212640322,0.6309028283520429,0.5404170950349424,3.907303812338121
4,1.5,4,True,109,86.24513729695244,0.6131487239179345,0.723179120425943,0.6309054939012574,0.5404148466507288,3.9072058128623532
4,1.5,5,True,110,86.2451372969259,0.6131333874603211,0.7231771267219265,0.6309028356292353,0.5404170888968614,3.9073035447701363
4,1.5,6,True,111,86.24513729700269,0.6131332643147532,0.723177110714046,0.6309028142853946,0.540417106899721,3.907304329540818
4,1.5,7,True,102,86.30147728045841,0.6651731782012176,0.7136345330086008,0.6181793773448011,0.5651294391977595,3.603968615007566
4,1.5,8,True,127,86.30147728023573,0.6651736082346841,0.7136345553695924,0.6181794071594565,0.5651294049976031,3.6039662850403635
4,1.5,9,True,107,86.30147728013898,0.6651738013861167,0.7136345645789816,0.6181794194386421,0.5651293913649634,3.6039652385263965
4,1.5,10,True,101,86.30147728037431,0.6651733388035835,0.7136345412862499,0.6181793883816665,0.5651294265773616,3.603967744846425
4,1.5,11,True,90,86.30147728027332,0.6651735403363874,0.7136345474669744,0.6181793966226325,0.5651294194580025,3.6039666529204695
4,1.5,12,True,112,86.24513729686208,0.6131334913093186,0.7231771402214245,0.630902853628566,0.5404170737149845,3.907302882971137
4,1.5,13,True,120,86.30147728011248,0.665173854105674,0.7136345676674641,0.6181794235566188,0.565129386452727,3.603964952886614
